text_id,grievance,offense_tag
1096,"As an administrator, I'm submitting an official complaint about students operating an illegal gambling ring out of their dorm room. This violated campus policy.",13.9 Possession of any gambling paraphernalia and/or engaging in any form of gambling within University premises or outside within a 50-meter radius from the campus perimeter or during any off-campus University-sponsored activities.
1097,I'm a student wishing to report my classmate hosted poker games with betting in the dorm lounge this weekend. I request disciplinary action for facilitating gambling violating school rules.,13.9 Possession of any gambling paraphernalia and/or engaging in any form of gambling within University premises or outside within a 50-meter radius from the campus perimeter or during any off-campus University-sponsored activities.
1098,"As faculty, I'm grievant about several students participating in online betting on fantasy sports from campus IP addresses. This gambling violated policy.",13.9 Possession of any gambling paraphernalia and/or engaging in any form of gambling within University premises or outside within a 50-meter radius from the campus perimeter or during any off-campus University-sponsored activities.
1099,I'm staff grievant about students gambling with cards and exchanging money in the lounge yesterday. I request disciplinary action for this violation of rules.,13.9 Possession of any gambling paraphernalia and/or engaging in any form of gambling within University premises or outside within a 50-meter radius from the campus perimeter or during any off-campus University-sponsored activities.
1100,"As an administrator, I'm submitting an official complaint about an illegal sports book being operated out of a dorm room on campus. This gambling violated policy.",13.9 Possession of any gambling paraphernalia and/or engaging in any form of gambling within University premises or outside within a 50-meter radius from the campus perimeter or during any off-campus University-sponsored activities.
1101,I'm staff witness to a student using a copied ID card belonging to another student to access services. I request disciplinary action for this unauthorized use of another's documentation in violation of policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1102,"As an administrator, I'm submitting a complaint about a student using falsified registration documents under another student's name. This act violated rules on use of official documentation.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1103,I'm a student filing a grievance about my classmate using my ID card to take out library books without my consent. I believe disciplinary action should occur for this unauthorized use of my documentation.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1104,"As faculty, I'm reporting a student used a duplicated exam permit under another student's name during yesterday's test. This violation of documentation usage warrants discipline.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1105,I'm staff grievant about a student using a copied registration form of another student to enroll in courses. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1106,"As an administrator, I'm submitting an official complaint about a student using falsified credentials under a different student's name. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1107,I'm a student wishing to report my classmate used my student ID card to access the recreation center without my consent. I request disciplinary action for this unauthorized use violating school rules.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1108,"As faculty, I'm grievant about a student using a duplicated exam permit under another name during yesterday's test. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1109,I'm staff witness to a student attempting to use a falsified transcript under another student's name to register for classes. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1110,"As an administrator, I'm filing an official complaint about a student using counterfeit credentials under a different name to enroll. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1111,I'm a student wishing to report my classmate used my registration paperwork without consent to enroll here. I believe disciplinary action should occur for this unauthorized use of my documentation violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1112,"As faculty, I'm grievant about a student using duplicated exam documents under another's name during yesterday's test. This violation of documentation usage violated rules.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1113,I'm staff witness to a student attempting to use falsified academic records under another name to transfer colleges. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1114,"As an administrator, I'm submitting an official complaint about a student using counterfeit documents under another name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1115,I'm a student wishing to file a grievance about my classmate using my student ID without my consent to take out library materials. I request disciplinary action for this unauthorized use violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1116,"As faculty, I'm reporting a student used a duplicated exam permit under another name during yesterday's test. This violation of documentation usage violated rules.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1117,I'm staff grievant about a student attempting to use falsified academic documents under another student's name to transfer here. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1118,"As an administrator, I'm submitting an official complaint about a student using counterfeit credentials under a different name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1119,I'm a student wishing to report my classmate used my registration paperwork without my consent to enroll here. I believe disciplinary action should occur for this unauthorized use of my documentation violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1120,"As faculty, I'm grievant about a student using duplicated credentials under another's name during yesterday's exam. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1121,I'm staff witness to a student attempting to use falsified records under a different name to register for classes. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1122,"As an administrator, I'm submitting an official complaint about a student using falsified documents under another student's name. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1123,I'm a student wishing to file a grievance about my classmate using my student ID without consent to access campus services. I request disciplinary action for this unauthorized use violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1124,"As faculty, I'm reporting a student used counterfeit exam documents under another's name during yesterday's test. This violation of documentation usage violated rules.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1125,I'm staff grievant about a student attempting to use a duplicated transcript under a different name to enroll here. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1126,"As an administrator, I'm filing an official complaint about a student using falsified academic records under another student's name. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1127,I'm a student wishing to file a grievance about my classmate using my registration paperwork without my permission to enroll here. I believe disciplinary action should occur for this unauthorized use of my documentation violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1128,"As faculty, I'm grievant about a student using counterfeit exam credentials under another name during yesterday's test. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1129,I'm staff witness to a student attempting to use duplicated academic records under a different name to register for classes. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1130,"As an administrator, I'm submitting an official complaint about a student using falsified documents under another name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1131,I'm a student wishing to report my classmate used my student ID without my consent to access campus services. I request disciplinary action for this unauthorized use violating school rules.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1132,"As faculty, I'm reporting a student used falsified exam documents under another's name during yesterday's test. This violation of documentation usage violated rules.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1133,I'm staff grievant about a student using a duplicated transcript under another student's name to register for classes. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1134,"As an administrator, I'm submitting an official complaint about a student using counterfeit academic records under a different name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1135,I'm a student wishing to file a grievance about my classmate using my registration paperwork without my permission to enroll here. I believe disciplinary action should occur for this unauthorized use of my documentation violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1136,"As faculty, I'm reporting a student used falsified exam documents under another name during yesterday's test. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1137,I'm staff witness to a student attempting to use duplicated credentials under another student's name to register for classes. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1138,"As an administrator, I'm submitting an official complaint about a student using counterfeit academic records under a different name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1139,I'm a student wishing to report my classmate used my student ID card without my permission to access campus services. I request disciplinary action for this unauthorized use violating school policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1140,"As faculty, I'm grievant about a student using counterfeit exam documents under another name during yesterday's test. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1141,I'm staff grievant about a student attempting to use falsified academic records under another's name to register for classes. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1142,"As an administrator, I'm filing an official complaint about a student using falsified credentials under another student's name. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1143,I'm a student wishing to file a grievance about my classmate using my registration paperwork without consent to enroll here. I believe disciplinary action should occur for this unauthorized use of my documentation violating policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1144,"As faculty, I'm reporting a student used a duplicated exam permit under another name during yesterday's test. This violation of documentation usage violated rules.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1145,I'm staff witness to a student attempting to use a falsified transcript under another student's name to enroll here. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1146,"As an administrator, I'm submitting an official complaint about a student using counterfeit documents under a different name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1147,I'm a student wishing to report my classmate used my student ID without consent to access campus services. I request disciplinary action for this unauthorized use violating school policy.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1148,"As faculty, I'm grievant about a student using duplicated credentials under another name during yesterday's exam. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1149,I'm staff grievant about a student using a falsified registration form belonging to another student to enroll in courses. I request disciplinary action for this violation of documentation regulations.,"13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1150,"As an administrator, I'm submitting an official complaint about a student using counterfeit documents under another name to enroll here. This violation of documentation usage violated policy.","13.10 Using the ID, registration form, examination permit, clearance form, official receipt (and other official school documents) of another student and/or lending the same for somebody else to use."
1151,I'm staff witness to a student using the university logo on t-shirts for sale without permission. I request disciplinary action for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1152,"As an administrator, I'm submitting a complaint about a student falsely claiming university affiliation to promote a private tutoring business online. This act violated rules on use of school branding.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1153,I'm a student filing a grievance about my classmate using the university name without consent to fundraise for a personal cause. I believe disciplinary action should occur for this unauthorized use.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1154,"As faculty, I'm reporting a student used the university seal on promotional flyers for an unapproved personal project. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1155,I'm staff grievant about a student incorporating the university logo into merchandise without permission. I request disciplinary action for this violation of branding regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1156,"As an administrator, I'm submitting an official complaint about a student falsely claiming affiliation with the university to advertise services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1157,I'm a student wishing to report my classmate used the university name without approval to promote a personal business online. I request disciplinary action for this unauthorized use violating school rules.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1158,"As faculty, I'm grievant about a student incorporating the university seal without consent into promotional banners. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1159,I'm staff witness to a student using the university logo on merchandise for sale without approval. I request disciplinary action for this violation of branding regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1160,"As an administrator, I'm filing an official complaint about a student falsely claiming university affiliation online to advertise tutoring services. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1161,I'm a student wishing to report my classmate used the university name without permission to promote a private project. I believe disciplinary action should occur for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1162,"As faculty, I'm grievant about a student incorporating the university seal without consent into merchandise. This unauthorized use violated rules.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1163,I'm staff witness to a student using the university name without approval to fundraise for a personal cause. I request disciplinary action for this violation of branding regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1164,"As an administrator, I'm submitting an official complaint about a student falsely claiming affiliation with the university to promote services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1165,I'm a student wishing to file a grievance about my classmate using the university logo without permission on apparel. I request disciplinary action for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1166,"As faculty, I'm reporting a student incorporated the university seal without consent into merchandise for sale. This unauthorized use violated rules.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1167,I'm staff grievant about a student using the university name without approval to promote a personal business online. I request disciplinary action for this violation of branding regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1168,"As an administrator, I'm submitting an official complaint about a student falsely claiming university affiliation online to advertise tutoring services. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1169,I'm a student wishing to report my classmate used the university logo without permission to create promotional flyers. I believe disciplinary action should occur for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1170,"As faculty, I'm grievant about a student incorporating the university seal without approval into apparel. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1171,I'm staff witness to a student using the university name without permission to fundraise for a personal cause. I request disciplinary action for this violation of branding regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1172,"As an administrator, I'm submitting an official complaint about a student falsely claiming university affiliation to promote services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1173,I'm a student wishing to file a grievance about my classmate using the university seal without approval on promotional banners. I request disciplinary action for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1174,"As faculty, I'm reporting a student incorporated the university logo without consent into merchandise. This unauthorized use violated rules.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1175,I'm staff grievant about a student using the university branding without permission to promote a personal project online. I request disciplinary action for this violation of regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1176,"As an administrator, I'm filing an official complaint about a student falsely claiming affiliation with the university to advertise tutoring services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1177,I'm a student wishing to file a grievance about my classmate using the university name without approval to promote a personal business online. I believe disciplinary action should occur for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1178,"As faculty, I'm grievant about a student incorporated the university logo without permission into apparel. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1179,I'm staff witness to a student using the university seal without approval on promotional flyers. I request disciplinary action for this violation of branding regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1180,"As an administrator, I'm submitting an official complaint about a student falsely claiming university affiliation online to advertise services. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1181,I'm a student wishing to report my classmate used the university logo without consent on merchandise. I request disciplinary action for this unauthorized use violating school rules.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1182,"As faculty, I'm reporting a student incorporated the university seal without permission into promotional banners. This unauthorized use violated rules.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1183,I'm staff grievant about a student using the university name without approval to fundraise for a personal cause online. I request disciplinary action for this violation of regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1184,"As an administrator, I'm submitting an official complaint about a student falsely claiming affiliation with the university to promote tutoring services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1185,I'm a student wishing to file a grievance about my classmate using the university branding without approval to promote a personal project. I believe disciplinary action should occur for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1186,"As faculty, I'm reporting a student used the university logo without permission on apparel for sale. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1187,I'm staff witness to a student incorporating the university seal without consent into promotional materials. I request disciplinary action for this violation of regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1188,"As an administrator, I'm submitting an official complaint about a student falsely claiming university affiliation online to advertise tutoring services. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1189,I'm a student wishing to report my classmate used the university name without approval to promote a personal business online. I request disciplinary action for this unauthorized use violating school policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1190,"As faculty, I'm grievant about a student who incorporated the university logo without permission into merchandise. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1191,I'm staff grievant about a student using the university seal without approval on promotional banners. I request disciplinary action for this violation of regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1192,"As an administrator, I'm filing an official complaint about a student falsely claiming affiliation with the university to promote services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1193,I'm a student wishing to file a grievance about my classmate using the university branding without consent to promote a personal project. I believe disciplinary action should occur for this unauthorized use violating policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1194,"As faculty, I'm reporting a student incorporated the university seal without permission into apparel. This unauthorized use violated rules.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1195,I'm staff witness to a student using the university name without approval to fundraise for a personal cause online. I request disciplinary action for this violation of regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1196,"As an administrator, I'm submitting an official complaint about a student falsely claiming university affiliation online to advertise tutoring services. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1197,I'm a student wishing to report my classmate used the university logo without consent on merchandise. I request disciplinary action for this unauthorized use violating school policy.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1198,"As faculty, I'm grievant about a student who incorporated the university seal without approval into promotional flyers. This unauthorized use violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1199,I'm staff grievant about a student using the university branding without permission to promote a personal project online. I request disciplinary action for this violation of regulations.,"13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1200,"As an administrator, I'm submitting an official complaint about a student falsely claiming affiliation with the university to advertise services online. This violation of branding usage violated policy.","13.11 Unauthorized use of the University name and seal/logo in connection with any activity, advertisement, merchandise or publication."
1201,I'm staff witness to a student participating in a conference while claiming university affiliation without permission. I request disciplinary action for this violation of policy.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1202,"As an administrator, I'm submitting a complaint about a student performing at an event while falsely claiming to represent the university music program. This act violated rules.","13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1203,I'm a student filing a grievance about my classmate competing in a contest as a university delegate without authorization. I believe disciplinary action should occur for this violation.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1204,"As faculty, I'm reporting a student participated in a conference recently while falsely claiming affiliation with the college. This violation of representation requires discipline.","13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1205,I'm staff grievant about a student performing in a community play while incorrectly stating they represent the drama club. I request disciplinary action for this violation of policy.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1206,"As an administrator, I'm submitting an official complaint about a student competing in a tournament while falsely claiming to represent university athletics. This violation requires discipline.","13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1207,I'm a student wishing to report my classmate participated in a competition as a university delegate without approval. I request disciplinary action for this violation of policy.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1208,"As faculty, I'm grievant about a student attending a recent conference but falsely claiming university affiliation. This violation of representation violated policy.","13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1209,I'm staff witness to a student performing at an event while incorrectly stating they represent the music department. I request disciplinary action for this violation of policy.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1210,"As an administrator, I'm filing an official complaint about a student competing in a tournament while falsely claiming to represent the university. This violation requires discipline.","13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1211,I'm a student wishing to report my classmate participated in a contest recently while falsely claiming to represent our department. I believe disciplinary action should occur for this violation of policy.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1212,"As faculty, I'm grievant about a student attending a conference but falsely claiming affiliation with the university. This violation of representation violated rules.","13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
1213,I'm staff witness to a student performing at an event recently while incorrectly stating university music program affiliation. I request disciplinary action for this violation of policy.,"13.12 Involvement in any off-campus activity such as (but not limited to) contest, play, band, choir, conference, congress, forum, seminar/workshop, training, association, society, or group, claiming as representative of the University or any of its recognized student organizations without written authorization from the respective University authority."
