grievance,offense_tag
A faculty member complained about pamphlets with derogatory content about them being distributed by a student across campus.,"Section 13, item 13.25 - Making, publishing or circulating defamatory information, in any form, means or kind, about the University, and any member of the University community with an extremely libelous, defamatory, seditious content."
A staff member reported that a student had circulated flyers with maligning content about them in the department office.,"Section 13, item 13.25 - Making, publishing or circulating defamatory information, in any form, means or kind, about the University, and any member of the University community with an extremely libelous, defamatory, seditious content."
A student reported suffering minor injuries after their classmate rammed a motorcycle into them on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student recklessly hitting their vehicle on campus, causing dents and scratches.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported minor bruises after being shoved forcefully by a student during an argument on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate ramming a motorcycle into their bicycle on campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student forcefully shoving them during an argument, causing minor bruising.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported scratches on their vehicle after a student recklessly rammed into it with a motorcycle on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A student reported minor cuts and bruises after being roughed up by their classmate during a heated argument on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student ramming their vehicle aggressively with a motorcycle on campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported minor injuries after being shoved by a student during a heated argument on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student recklessly colliding with their vehicle on campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor bruises after being roughed up by a student during an argument on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A student reported minor cuts after their classmate hurled a sharp object at them during a heated dispute on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student ramming their vehicle recklessly with a motorcycle on campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor injuries after being roughed up by a student during a dispute on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate shoving them forcefully during a heated argument, causing bruising.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student colliding recklessly with their vehicle inside the campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported minor scrapes and bruises after being roughed up by a student during a dispute.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate shoving them aggressively during an argument, causing minor injury.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student ramming their vehicle on campus aggressively with a motorcycle, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor bruising after being roughed up by a student during an argument.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate shoving them forcefully during an argument, causing minor injury.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A faculty member complained about a student ramming their vehicle inside the campus aggressively with a motorcycle.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported minor bruising after being roughed up by a student during a heated dispute.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student recklessly hitting their vehicle inside the campus with a motorcycle, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor bruises after being roughed up by a student during a dispute.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A student reported minor cuts and bruises after being shoved forcefully by their classmate during a heated dispute.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A faculty member complained about a student ramming their vehicle recklessly inside the campus with a motorcycle.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor injuries after being roughed up by a student during an argument on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate pushing them forcefully during an argument, causing minor injury.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student colliding recklessly with their vehicle on campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor scrapes and bruises after being roughed up by a student during an argument.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A student reported minor injuries after their classmate shoved them forcefully during a dispute on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A faculty member complained about a student ramming their vehicle aggressively inside the campus with a motorcycle.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering bruises and scrapes after being roughed up by a student during a heated argument.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate shoving them aggressively during an argument, causing minor bruising.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student recklessly colliding with their vehicle inside the campus, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor injuries after being roughed up by a student during a heated argument.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A student reported minor bruising after their classmate shoved them forcefully during an argument on campus.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student ramming their vehicle on campus recklessly with a motorcycle, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A staff member reported suffering minor cuts and bruises after being roughed up by a student during a dispute.,"Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student recklessly hitting their vehicle on campus with a motorcycle, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate shoving them aggressively during a dispute, causing minor bruising.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student ramming their vehicle recklessly on campus with a motorcycle, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A student lodged a complaint about their classmate shoving them forcefully during a heated argument, causing minor injury.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
"A faculty member complained about a student recklessly colliding with their vehicle inside the campus with a motorcycle, damaging it.","Section 13, item 13.26 - Acts that cause serious physical injury which may include damage to property, such as dangerous driving of vehicles inside the campus or participation in brawls or physical assault against any individual, within University premises or during any off-campus University-sponsored activities."
A faculty member complained about a student submitting forged medical certificates to justify absences from class.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake receipts to claim reimbursement for official expenses.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting forged medical certificates to justify absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting fake internship evaluation documents as part of their course requirement.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted forged experience letters to be eligible for a campus job opening.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting fake medical bills to claim reimbursement for medical expenses.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting forged experience certificates as part of their internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake bills and invoices to claim reimbursement of official expenses.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate forging medical certificates to justify absences from classes.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting forged training certificates as part of their internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake experience letters to apply for an administrative job.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting forged medical certificates to coverup absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student forging training certificates submitted as part of internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake medical certificates to coverup absences from work.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting fake experience letters as part of internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student forging medical certificates submitted to justify prolonged absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had forged experience letters submitted for a job application.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting forged training certificates for internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting fake evaluation forms as part of their internship assessment.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted forged medical certificates to justify prolonged absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate forging experience letters submitted as part of internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student forging medical certificates submitted to justify absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had forged training certificates submitted as part of a job application.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting fake medical bills to claim reimbursement.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student forging experience certificates submitted for internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake invoices to claim reimbursement of official expenses.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate forging medical certificates to justify absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting fake training certificates for internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had forged experience letters to apply for an administrative position.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student forging experience letters submitted as part of internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake medical certificates to justify prolonged absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting forged training certificates as part of internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had forged experience certificates submitted as part of a job application.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting fake medical bills for reimbursement claims.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake invoices and bills to claim reimbursement.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate forging experience certificates submitted for internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting fake training certificates as part of internship assessment.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had forged medical certificates submitted to justify absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate forging medical certificates to coverup absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting forged experience letters as part of internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted fake receipts and bills for reimbursement claims.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate forging training certificates submitted for internship evaluation.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A faculty member complained about a student submitting forged medical certificates to justify prolonged absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had forged experience letters submitted as part of a job application.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A student lodged a complaint about their classmate submitting fake medical certificates to justify absences.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
A staff member reported that a student had submitted forged receipts to claim reimbursement of official expenses.,"Section 13, item 13.27 - Furnishing false or fraudulent information to the University in connection with official documents he/she submits or with any official investigation or fact-finding activities; and/or submission of fake or spurious document as an academic requirement and/or forgery, alteration or misuse of University documents, records or credentials."
"A faculty member complained about a student vandalizing school property, bringing disrepute to the university.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A staff member reported that a student was caught cheating in exams, tarnishing the reputation of the university.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A student lodged a complaint about their classmate getting into a public brawl, negatively affecting the university's image.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
A faculty member complained about a student making derogatory public statements about the university and faculty.,"Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A staff member reported that a student was caught stealing exam papers, bringing ill-repute to the university.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A student lodged a complaint about their classmate engaging in offensive behavior in public, tarnishing university's reputation.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A faculty member complained about a student engaging in disorderly conduct during university events, affecting its reputation.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A staff member reported that a student was found intoxicated in public, negatively impacting university's image.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A student lodged a complaint about their classmate getting into fights in public spaces, bringing ill-repute to the university.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
A faculty member complained about a student engaging in offensive behavior during university sponsored events.,"Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A staff member reported that a student was caught plagiarizing, negatively affecting the university's reputation.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
A student lodged a complaint about their classmate vandalizing public property during university events.,"Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A faculty member complained about a student engaging in disorderly conduct on campus, tarnishing university's image.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
"A staff member reported that a student was caught shoplifting from nearby stores, bringing ill-repute to the university.","Section 13, item 13.28 - Acts that bring into disrepute the name of the University."
